prod_id,order_quantity,time,prod_name,prod_price
5627,5,2021/11/08 11:22,prod05627,65825
1364,74,2021/11/08 13:18,prod01364,556599
5027,20,2021/11/08 15:04,prod05027,195633
7977,19,2021/11/08 16:16,prod07977,760177
7012,192,2021/11/08 17:44,prod07012,672529
5408,80,2021/11/08 18:23,prod05408,917205
3881,7,2021/11/08 19:55,prod03881,470274
3555,19,2021/11/08 20:39,prod03555,696419
7719,59,2021/11/08 21:49,prod07719,160946
1208,1,2021/11/08 23:46,prod01208,273428
4737,82,2021/11/08 23:59,prod04737,232861
9218,156,2021/11/09 0:58,prod09218,755666
4373,182,2021/11/09 2:01,prod04373,359115
8047,120,2021/11/09 3:01,prod08047,367270
4214,47,2021/11/09 4:21,prod04214,117311
1611,164,2021/11/09 5:58,prod01611,342832
7661,137,2021/11/09 7:53,prod07661,196651
9392,200,2021/11/09 9:38,prod09392,97370
2615,81,2021/11/09 10:24,prod02615,805944
2171,55,2021/11/09 11:45,prod02171,860091
1951,111,2021/11/09 12:47,prod01951,91579
6071,66,2021/11/09 13:43,prod06071,197775
3713,92,2021/11/09 15:36,prod03713,253938
5639,18,2021/11/09 17:28,prod05639,811285
6369,33,2021/11/09 19:09,prod06369,729897
5346,153,2021/11/09 20:46,prod05346,597538
4716,140,2021/11/09 21:35,prod04716,745397
1296,114,2021/11/09 23:20,prod01296,294058
8821,178,2021/11/10 0:23,prod08821,99586
2419,88,2021/11/10 0:38,prod02419,19352
7553,107,2021/11/10 0:57,prod07553,653324
7172,182,2021/11/10 1:17,prod07172,352986
6338,62,2021/11/10 2:33,prod06338,794873
7101,64,2021/11/10 3:06,prod07101,116442
3605,95,2021/11/10 3:07,prod03605,143056
6375,173,2021/11/10 3:53,prod06375,926225
1865,110,2021/11/10 5:01,prod01865,518655
7595,148,2021/11/10 5:30,prod07595,352389
5697,113,2021/11/10 6:14,prod05697,676576
8374,55,2021/11/10 7:34,prod08374,249361
3033,113,2021/11/10 8:03,prod03033,408314
2878,134,2021/11/10 8:34,prod02878,814691
8342,119,2021/11/10 10:01,prod08342,473175
9922,154,2021/11/10 11:22,prod09922,730594
6903,68,2021/11/10 11:26,prod06903,701682
9595,81,2021/11/10 13:07,prod09595,59976
6078,178,2021/11/10 14:37,prod06078,428311
1081,46,2021/11/10 15:11,prod01081,302069
5170,13,2021/11/10 16:30,prod05170,891326
3025,172,2021/11/10 17:18,prod03025,749632
7365,63,2021/11/10 17:58,prod07365,271273
5235,92,2021/11/10 19:06,prod05235,478075
4071,178,2021/11/10 19:29,prod04071,972848
1101,10,2021/11/10 21:19,prod01101,665251
4732,115,2021/06/08 10:59,prod04732,438406
2911,123,2021/06/08 11:50,prod02911,807710
7582,22,2021/06/08 12:43,prod07582,142562
3938,130,2021/06/08 14:21,prod03938,947040
1683,120,2021/06/08 15:38,prod01683,411915
7848,18,2021/06/08 15:43,prod07848,57636
5928,154,2021/06/08 17:06,prod05928,536169
9442,177,2021/06/08 18:06,prod09442,759385
1079,150,2021/06/08 18:41,prod01079,999846
7468,169,2021/06/08 20:38,prod07468,253385
7457,143,2021/06/08 21:35,prod07457,658014
4287,154,2021/06/08 23:22,prod04287,450410
4721,159,2021/06/09 0:04,prod04721,350965
8120,174,2021/06/09 0:50,prod08120,596706
8965,75,2021/06/09 0:57,prod08965,763018
7336,65,2021/06/09 1:54,prod07336,224569
7461,95,2021/06/09 2:31,prod07461,239233
6118,142,2021/06/09 4:12,prod06118,484471
2014,94,2021/06/09 5:02,prod02014,476593
9965,185,2021/06/09 5:48,prod09965,824942
6014,101,2021/06/09 6:13,prod06014,846039
2438,197,2021/06/09 7:31,prod02438,613926
6574,160,2021/06/09 8:57,prod06574,586786
6799,160,2021/06/09 9:34,prod06799,22552
8379,121,2021/06/09 11:15,prod08379,166733
6887,165,2021/06/09 11:41,prod06887,219627
4860,196,2021/06/09 12:38,prod04860,135097
5699,141,2021/06/09 13:45,prod05699,820667
4166,151,2021/06/09 14:43,prod04166,982459
5988,23,2021/06/09 15:23,prod05988,274003
2674,196,2021/06/09 16:05,prod02674,115589
6783,140,2021/06/09 16:28,prod06783,851967
5954,117,2021/06/09 17:04,prod05954,481600
7829,128,2021/06/09 17:36,prod07829,747699
9777,13,2021/06/09 18:31,prod09777,237285
1604,76,2021/06/09 18:35,prod01604,578464
3438,194,2021/06/09 19:07,prod03438,443773
1585,68,2021/06/09 19:19,prod01585,541101
7222,64,2021/06/09 21:14,prod07222,171694
9807,95,2021/06/09 22:27,prod09807,815273
4246,133,2021/06/10 0:00,prod04246,304326
4383,53,2021/06/10 0:03,prod04383,971805
8049,87,2021/06/10 0:09,prod08049,972637
9480,73,2021/06/10 0:51,prod09480,963891
4023,73,2021/06/10 2:33,prod04023,292261
8066,185,2021/06/10 4:32,prod08066,159665
1326,52,2021/06/10 5:45,prod01326,844396
3149,132,2021/06/10 7:25,prod03149,125059
5291,112,2021/06/10 8:36,prod05291,75099
4252,102,2021/06/10 10:32,prod04252,346811
5474,78,2021/06/10 10:49,prod05474,850559
6122,149,2021/06/10 12:08,prod06122,871351
6384,61,2021/06/10 13:00,prod06384,740917
4098,67,2021/06/10 13:58,prod04098,958239
3166,132,2021/06/10 14:49,prod03166,377084
4351,185,2021/06/10 14:59,prod04351,52771
8018,28,2021/06/10 15:02,prod08018,601829
4828,10,2021/06/10 16:35,prod04828,66273
6874,158,2021/06/10 17:47,prod06874,731001
9277,175,2021/06/10 19:16,prod09277,493308
2339,75,2021/06/10 20:37,prod02339,60850
4022,3,2021/06/10 21:19,prod04022,886617
7270,102,2021/06/10 23:14,prod07270,276520
8022,192,2021/06/10 23:56,prod08022,885507
3570,91,2021/06/11 1:10,prod03570,134371
2189,74,2021/06/11 1:34,prod02189,874275
6150,112,2021/06/11 2:54,prod06150,884110
4274,52,2021/06/11 4:49,prod04274,810646
7746,146,2021/06/11 6:40,prod07746,445266
2602,118,2021/06/11 6:49,prod02602,530928
6673,122,2021/06/11 7:40,prod06673,23141
5896,22,2021/06/11 8:14,prod05896,501815
3844,98,2021/06/11 10:02,prod03844,654265
1522,198,2021/06/11 11:15,prod01522,351969
9657,181,2021/06/11 12:07,prod09657,420996
7557,64,2021/06/11 12:55,prod07557,817075
7697,123,2021/04/12 18:28,prod07697,864097
3358,147,2021/04/12 19:04,prod03358,341105
5418,118,2021/04/12 20:32,prod05418,90518
4979,85,2021/04/12 22:14,prod04979,972395
5358,34,2021/04/13 0:01,prod05358,811927
7107,131,2021/04/13 1:24,prod07107,220494
6125,56,2021/04/13 2:10,prod06125,11898
9543,198,2021/04/13 2:43,prod09543,790223
2470,178,2021/04/13 3:27,prod02470,514418
3317,117,2021/04/13 4:20,prod03317,957682
3083,103,2021/04/13 4:24,prod03083,219909
9046,181,2021/04/13 6:23,prod09046,40041
4540,139,2021/04/13 8:09,prod04540,362359
3295,65,2021/04/13 8:44,prod03295,660875
9396,140,2021/04/13 8:56,prod09396,509498
5457,123,2021/04/13 10:07,prod05457,422387
4968,69,2021/04/13 10:22,prod04968,664611
1654,160,2021/04/13 10:27,prod01654,987729
6294,166,2021/04/13 11:12,prod06294,190118
7514,152,2021/04/13 12:44,prod07514,870324
9804,108,2021/04/13 13:27,prod09804,525989
9620,109,2021/04/13 13:38,prod09620,435009
2036,94,2021/04/13 14:24,prod02036,176107
8812,98,2021/04/13 15:28,prod08812,996018
2317,39,2021/04/13 15:32,prod02317,143843
9310,16,2021/04/13 15:40,prod09310,32510
5066,116,2021/04/13 16:54,prod05066,161562
5600,92,2021/04/13 17:47,prod05600,716684
1447,132,2021/04/13 18:32,prod01447,242882
5922,140,2021/04/13 19:29,prod05922,666573
6352,93,2021/04/13 19:41,prod06352,172903
7603,129,2021/04/13 20:40,prod07603,247069
7044,22,2021/04/13 22:34,prod07044,199557
9932,62,2021/04/14 0:31,prod09932,42398
6864,191,2021/04/14 2:01,prod06864,557774
3366,76,2021/04/14 3:24,prod03366,689672
2448,91,2021/04/14 4:28,prod02448,168294
6547,192,2021/04/14 4:50,prod06547,681426
8976,177,2021/04/14 4:51,prod08976,708272
9605,10,2021/04/14 5:45,prod09605,788129
8029,177,2021/04/14 6:41,prod08029,325604
1773,71,2021/04/14 7:13,prod01773,770384
3834,197,2021/09/26 20:24,prod03834,781919
3260,47,2021/09/26 21:09,prod03260,855480
3761,98,2021/09/26 22:05,prod03761,668528
6122,20,2021/09/26 22:20,prod06122,871351
9551,70,2021/09/26 23:27,prod09551,559744
4248,106,2021/09/27 0:47,prod04248,938891
1341,192,2021/09/27 2:45,prod01341,548813
6871,71,2021/09/27 3:04,prod06871,54207
1757,184,2021/09/27 4:05,prod01757,572512
1719,54,2021/09/27 5:29,prod01719,746610
5206,187,2021/09/27 7:19,prod05206,458471
6313,117,2021/09/27 8:43,prod06313,473483
9666,49,2021/09/27 9:05,prod09666,400456
5071,168,2021/09/27 10:49,prod05071,477822
2136,185,2021/09/27 11:36,prod02136,345580
1243,152,2021/09/27 12:45,prod01243,628787
3869,192,2021/09/27 13:31,prod03869,853943
7897,46,2021/09/27 13:40,prod07897,797363
9345,85,2021/09/27 14:52,prod09345,266828
7885,94,2021/09/27 15:07,prod07885,93043
5769,79,2021/09/27 16:33,prod05769,684180
9695,76,2021/09/27 16:40,prod09695,582570
1721,88,2021/09/27 18:29,prod01721,835335
6084,66,2021/09/27 19:20,prod06084,170756
8174,114,2021/09/27 19:25,prod08174,547427
8225,122,2021/09/27 20:14,prod08225,785091
7023,4,2021/09/27 21:37,prod07023,664926
4087,79,2021/09/27 21:48,prod04087,840049
5784,76,2021/09/27 23:40,prod05784,402344
9870,8,2021/09/28 1:26,prod09870,743212
6561,87,2021/09/28 2:19,prod06561,689388
3394,143,2021/09/28 2:49,prod03394,738917
9736,37,2021/09/28 3:43,prod09736,787738
8878,50,2021/09/28 5:10,prod08878,568265
5915,64,2021/09/28 5:16,prod05915,75164
5793,124,2021/09/28 6:49,prod05793,422437
4760,44,2021/09/28 8:23,prod04760,559358
7972,46,2021/09/28 10:21,prod07972,402965
2860,85,2021/09/28 11:31,prod02860,663573
9714,103,2021/09/28 13:02,prod09714,305620
8224,103,2021/09/28 14:08,prod08224,772434
6891,171,2021/09/28 15:12,prod06891,85302
2663,57,2021/09/28 16:10,prod02663,397088
9237,166,2021/09/28 17:49,prod09237,35235
4956,185,2021/09/28 18:24,prod04956,18517
5931,25,2021/09/28 19:09,prod05931,148927
4151,48,2021/09/28 19:25,prod04151,786026
5342,55,2021/09/28 21:15,prod05342,696126
4030,150,2021/09/28 21:42,prod04030,977795
4782,130,2021/09/28 22:57,prod04782,691369
9105,123,2021/09/29 0:18,prod09105,584749
5600,40,2021/09/29 0:48,prod05600,716684
8260,67,2021/09/29 1:13,prod08260,29540
3689,103,2021/09/29 1:22,prod03689,712980
5667,24,2021/09/29 2:30,prod05667,307737
6586,44,2021/09/29 4:11,prod06586,499484
4532,179,2021/09/29 6:03,prod04532,539373
4462,121,2021/09/29 6:34,prod04462,30111
9095,110,2021/09/29 8:20,prod09095,644681
4346,131,2021/09/29 10:17,prod04346,939528
1447,68,2021/09/29 11:18,prod01447,242882
4983,8,2021/09/29 12:44,prod04983,156842
7893,100,2021/09/29 13:40,prod07893,382234
8621,47,2021/09/29 15:35,prod08621,972243
4724,137,2021/09/29 17:12,prod04724,535274
8832,40,2021/09/29 18:49,prod08832,619936
9329,166,2021/09/29 18:54,prod09329,614603
7298,61,2021/09/29 20:03,prod07298,212428
9026,32,2021/09/29 21:14,prod09026,535159
9467,177,2021/09/29 22:47,prod09467,655803
8213,47,2021/09/29 23:51,prod08213,771655
1269,11,2021/09/30 0:09,prod01269,454114
6403,161,2021/09/30 2:08,prod06403,469611
7394,72,2021/09/30 2:41,prod07394,225213
8634,78,2021/09/30 3:25,prod08634,142137
7380,30,2021/09/30 3:44,prod07380,167951
7280,50,2021/09/30 4:20,prod07280,478428
5183,126,2021/09/30 6:06,prod05183,895747
5037,147,2021/09/30 7:15,prod05037,690937
6425,161,2021/09/30 7:30,prod06425,420178
7185,121,2021/04/15 1:27,prod07185,394131
7878,91,2021/04/15 2:05,prod07878,910523
8316,171,2021/04/15 3:58,prod08316,279001
2113,51,2021/04/15 4:38,prod02113,301328
8953,96,2021/04/15 6:25,prod08953,971127
1273,164,2021/04/15 8:24,prod01273,48891
4686,85,2021/04/15 10:05,prod04686,484671
7535,44,2021/04/15 10:33,prod07535,340834
4146,46,2021/04/15 11:39,prod04146,789518
5274,86,2021/04/15 11:43,prod05274,590369
6568,198,2021/04/15 13:43,prod06568,761135
4274,126,2021/04/15 15:18,prod04274,810646
2804,161,2021/04/15 16:10,prod02804,241410
8775,61,2021/04/15 17:56,prod08775,793333
7464,9,2021/04/15 19:01,prod07464,150827
5402,16,2021/04/15 20:47,prod05402,893127
1630,32,2021/04/15 21:07,prod01630,447709
7012,116,2021/04/15 22:14,prod07012,672529
3964,42,2021/04/15 23:23,prod03964,495260
5666,32,2021/04/15 23:54,prod05666,537431
2424,80,2021/04/15 23:55,prod02424,385134
7193,116,2021/04/16 0:18,prod07193,553136
1260,20,2021/04/16 2:06,prod01260,673238
3590,81,2021/04/16 2:17,prod03590,106188
7047,188,2021/04/16 3:52,prod07047,46947
7486,86,2021/04/16 5:49,prod07486,420058
1047,168,2021/04/16 5:56,prod01047,42850
5456,58,2021/04/16 7:32,prod05456,139183
8295,28,2021/04/16 9:23,prod08295,344039
9716,74,2021/04/16 10:31,prod09716,949461
4409,199,2021/04/16 10:45,prod04409,183440
1174,151,2021/04/16 11:40,prod01174,175866
9729,5,2021/04/16 12:03,prod09729,450811
4868,155,2021/04/16 12:57,prod04868,390029
1692,32,2021/04/16 14:50,prod01692,313162
9446,20,2021/04/16 15:25,prod09446,503755
3973,100,2021/04/16 15:57,prod03973,517179
1298,104,2021/04/16 17:21,prod01298,423447
4196,200,2021/04/16 17:22,prod04196,987158
5425,176,2021/04/16 17:35,prod05425,250151
7258,60,2021/04/16 18:40,prod07258,947461
5809,99,2021/04/16 20:21,prod05809,189639
1957,85,2021/04/16 22:07,prod01957,658994
1987,81,2021/06/09 9:10,prod01987,403873
7455,37,2021/06/09 10:41,prod07455,765177
8717,171,2021/06/09 12:08,prod08717,958389
5602,78,2021/06/09 12:33,prod05602,282678
9714,8,2021/06/09 12:44,prod09714,305620
1141,197,2021/06/09 13:26,prod01141,428998
2534,47,2021/06/09 14:52,prod02534,380050
2407,153,2021/06/09 15:56,prod02407,444755
5378,47,2021/06/09 17:23,prod05378,116399
4901,1,2021/06/09 19:16,prod04901,819529
6852,147,2021/06/09 20:43,prod06852,58924
8615,97,2021/06/09 21:57,prod08615,908196
7248,179,2021/06/09 23:27,prod07248,253818
5186,154,2021/06/10 0:55,prod05186,563740
5118,11,2021/10/04 1:08,prod05118,741442
9630,49,2021/10/04 1:52,prod09630,826799
4502,73,2021/10/04 2:30,prod04502,305836
1947,96,2021/10/04 3:35,prod01947,109841
4390,59,2021/10/04 4:08,prod04390,172168
1742,169,2021/10/04 5:48,prod01742,25185
4863,26,2021/10/04 6:29,prod04863,153091
8392,40,2021/10/04 7:59,prod08392,993278
8278,3,2021/10/04 8:05,prod08278,73901
8889,168,2021/10/04 9:54,prod08889,136010
1316,51,2021/10/04 10:59,prod01316,596871
5386,148,2021/10/04 11:54,prod05386,954902
4611,61,2021/10/04 11:57,prod04611,560059
3539,46,2021/10/04 12:52,prod03539,594472
5517,187,2021/10/04 13:27,prod05517,288998
5727,175,2021/10/04 14:05,prod05727,59187
3810,109,2021/10/04 16:03,prod03810,945520
7636,84,2021/10/04 17:18,prod07636,464741
5943,46,2021/10/04 18:39,prod05943,843860
4216,1,2021/10/04 19:18,prod04216,570684
9768,109,2021/10/04 19:46,prod09768,545587
2010,174,2021/10/04 21:14,prod02010,692943
3626,65,2021/10/04 21:22,prod03626,863411
6784,15,2021/10/04 22:54,prod06784,731631
1557,98,2021/10/05 0:41,prod01557,343875
3308,60,2021/10/05 2:27,prod03308,837363
7374,119,2021/10/05 3:55,prod07374,992961
8702,66,2021/10/05 4:37,prod08702,147074
2288,27,2021/10/05 6:16,prod02288,389362
2013,51,2021/10/05 7:05,prod02013,423144
3810,89,2021/10/05 7:34,prod03810,945520
7494,27,2021/10/05 9:09,prod07494,528792
6062,176,2021/10/05 10:37,prod06062,806523
4439,53,2021/10/05 11:56,prod04439,451944
2461,92,2021/10/05 13:52,prod02461,913263
4054,71,2021/10/05 14:33,prod04054,760735
5533,195,2021/10/05 16:25,prod05533,699767
9694,21,2021/10/05 18:03,prod09694,842412
8553,197,2021/10/05 18:58,prod08553,291909
7757,189,2021/10/05 19:24,prod07757,192480
8778,12,2021/10/05 19:58,prod08778,351255
2259,41,2021/10/05 20:28,prod02259,519901
2235,79,2021/10/05 20:42,prod02235,283609
9848,56,2021/10/05 20:59,prod09848,245405
5091,148,2021/10/05 22:16,prod05091,957124
4314,20,2021/10/05 22:32,prod04314,480536
3436,60,2021/10/05 22:39,prod03436,254457
7523,35,2021/10/05 23:30,prod07523,542013
5472,188,2021/10/05 23:51,prod05472,804856
7999,120,2021/10/06 0:49,prod07999,125186
6195,6,2021/10/06 1:43,prod06195,925242
1784,74,2021/10/06 2:00,prod01784,58951
2693,185,2021/10/06 2:46,prod02693,713346
5726,168,2021/10/06 4:24,prod05726,836275
3859,130,2021/10/06 5:01,prod03859,193913
9687,65,2021/10/06 6:06,prod09687,477540
9572,33,2021/10/06 7:20,prod09572,68965
9058,85,2021/10/06 9:15,prod09058,400847
8776,44,2021/10/06 10:43,prod08776,821273
4296,32,2021/10/06 11:05,prod04296,762878
6609,121,2021/10/06 11:11,prod06609,173609
3550,143,2021/10/06 13:07,prod03550,263439
3990,126,2021/10/06 13:44,prod03990,572461
4044,52,2021/10/06 14:04,prod04044,951597
5368,54,2021/10/06 14:40,prod05368,287988
3535,128,2021/10/06 15:53,prod03535,338797
8475,200,2021/10/06 17:52,prod08475,430965
5994,197,2021/10/06 19:16,prod05994,126872
5552,18,2021/10/06 19:32,prod05552,548403
2923,156,2021/10/06 19:57,prod02923,305945
3393,62,2021/10/06 20:44,prod03393,486043
9288,69,2021/10/06 21:58,prod09288,585927
2377,173,2021/10/06 23:40,prod02377,524066
7652,58,2021/10/07 0:23,prod07652,735338
6225,136,2021/10/07 0:52,prod06225,992993
1782,41,2021/10/07 1:17,prod01782,782735
1085,111,2021/10/07 3:16,prod01085,501672
8338,68,2021/10/07 3:35,prod08338,237295
2735,1,2021/10/07 4:21,prod02735,343020
6658,151,2021/10/07 5:58,prod06658,909035
5781,111,2021/10/07 6:22,prod05781,201034
4123,3,2021/10/07 7:07,prod04123,118063
3058,199,2021/10/07 8:04,prod03058,851738
4307,44,2021/10/07 9:36,prod04307,150886
9161,190,2021/10/07 10:23,prod09161,119928
5693,147,2021/10/07 11:31,prod05693,729333
7941,168,2021/10/07 12:35,prod07941,726927
6139,183,2021/10/07 14:07,prod06139,372123
7481,132,2021/10/07 14:43,prod07481,701815
5253,168,2021/10/07 15:52,prod05253,406594
4878,174,2021/01/28 10:53,prod04878,637043
3438,88,2021/01/28 10:54,prod03438,443773
9730,178,2021/01/28 11:20,prod09730,481271
2202,67,2021/01/28 12:53,prod02202,832149
3358,99,2021/01/28 14:41,prod03358,341105
3480,185,2021/01/28 16:39,prod03480,429926
8703,98,2021/01/28 17:41,prod08703,642153
9858,24,2021/01/28 18:51,prod09858,193823
4278,198,2021/01/28 19:00,prod04278,515687
5513,118,2021/01/28 20:28,prod05513,648723
1118,35,2021/01/28 22:24,prod01118,442641
6238,101,2021/01/29 0:22,prod06238,43355
8069,22,2021/01/29 0:59,prod08069,842846
8721,34,2021/01/29 1:43,prod08721,469897
4816,78,2021/01/29 3:22,prod04816,316779
6444,113,2021/01/29 4:09,prod06444,371331
5590,62,2021/01/29 5:19,prod05590,705557
6039,93,2021/01/29 6:26,prod06039,348512
2378,56,2021/01/29 8:23,prod02378,257562
4414,94,2021/01/29 9:03,prod04414,470982
8579,26,2021/01/29 9:41,prod08579,193200
4089,53,2021/01/29 9:49,prod04089,961431
4044,37,2021/01/29 10:44,prod04044,951597
1083,197,2021/01/29 12:05,prod01083,530751
7859,44,2021/01/29 13:50,prod07859,27974
9386,44,2021/01/29 14:03,prod09386,819711
1625,108,2021/01/29 15:35,prod01625,502351
8893,58,2021/01/29 15:49,prod08893,813824
2949,12,2021/01/29 17:34,prod02949,308540
1134,101,2021/01/29 19:32,prod01134,174415
4429,86,2021/01/29 21:06,prod04429,255992
1669,108,2021/01/29 22:18,prod01669,310853
9674,91,2021/01/29 22:34,prod09674,915502
6780,43,2021/01/30 0:14,prod06780,763246
6847,28,2021/01/30 0:53,prod06847,715777
2354,182,2021/01/30 1:44,prod02354,813497
8138,11,2021/01/30 3:09,prod08138,812003
3972,27,2021/01/30 4:04,prod03972,570462
2208,113,2021/01/30 4:57,prod02208,328041
2076,17,2021/01/30 5:46,prod02076,954955
8270,99,2021/01/30 6:11,prod08270,754638
1760,97,2021/01/30 8:00,prod01760,934885
5105,41,2021/01/30 9:33,prod05105,354496
7150,101,2021/01/30 9:56,prod07150,247716
6753,69,2021/01/30 11:17,prod06753,335981
5140,95,2021/01/30 13:02,prod05140,701305
3257,103,2021/01/30 14:39,prod03257,327169
9169,21,2021/01/30 16:37,prod09169,746715
2489,92,2021/01/30 17:09,prod02489,720084
5872,44,2021/01/30 19:06,prod05872,502111
7416,132,2021/01/30 19:20,prod07416,247785
6204,55,2021/01/30 19:38,prod06204,545657
8320,79,2021/01/30 19:44,prod08320,251707
4723,86,2021/01/30 20:58,prod04723,551832
4224,121,2021/01/30 21:28,prod04224,162811
9041,194,2021/01/30 21:42,prod09041,42470
3345,62,2021/01/30 23:02,prod03345,517349
1181,147,2021/01/31 0:48,prod01181,300391
1176,102,2021/01/31 2:24,prod01176,406942
8371,23,2021/01/31 2:44,prod08371,631399
4002,124,2021/01/31 2:44,prod04002,679485
5437,36,2021/01/31 4:20,prod05437,435725
9328,92,2021/01/31 5:10,prod09328,434201
9933,28,2021/01/31 5:11,prod09933,746051
9894,21,2021/01/31 5:26,prod09894,118444
1847,194,2021/01/31 7:24,prod01847,359907
8280,43,2021/01/31 9:04,prod08280,329889
2911,174,2021/01/31 9:48,prod02911,807710
8906,168,2021/01/31 11:02,prod08906,819985
8094,169,2021/01/31 11:15,prod08094,151446
7136,98,2021/01/31 11:57,prod07136,491960
7455,91,2021/01/03 4:45,prod07455,765177
1620,12,2021/01/03 5:56,prod01620,361023
4989,82,2021/01/03 7:06,prod04989,867476
8180,200,2021/01/03 7:20,prod08180,676484
6421,185,2021/01/03 8:25,prod06421,677949
5347,56,2021/01/03 8:43,prod05347,102779
9884,32,2021/01/03 9:32,prod09884,794529
9287,65,2021/01/03 10:01,prod09287,890179
2219,6,2021/01/03 10:46,prod02219,809917
3608,178,2021/01/03 12:20,prod03608,331059
3190,24,2021/01/03 13:36,prod03190,800500
6065,145,2021/01/03 14:08,prod06065,537797
2890,31,2021/01/03 14:19,prod02890,563761
9243,147,2021/01/03 14:28,prod09243,233969
4579,29,2021/01/03 15:51,prod04579,306331
7886,36,2021/01/03 16:10,prod07886,371524
7426,144,2021/01/03 17:59,prod07426,508078
3908,113,2021/01/03 19:22,prod03908,835793
1764,32,2021/01/03 19:52,prod01764,686797
9399,1,2021/01/03 20:44,prod09399,483465
8851,127,2021/01/03 21:31,prod08851,897766
1118,85,2021/01/03 22:39,prod01118,442641
1241,59,2021/01/03 23:30,prod01241,189024
7750,175,2021/01/03 23:35,prod07750,695027
3411,168,2021/01/04 1:25,prod03411,961973
5673,152,2021/01/04 1:36,prod05673,380542
4648,36,2021/01/04 3:27,prod04648,999511
6500,57,2021/01/04 5:21,prod06500,491148
1856,2,2021/01/04 6:11,prod01856,48158
9503,94,2021/01/04 6:21,prod09503,128254
9992,7,2021/01/04 6:29,prod09992,359721
1223,99,2021/01/04 8:22,prod01223,154971
1426,145,2021/01/04 9:28,prod01426,265122
1195,167,2021/01/04 10:20,prod01195,546149
2045,43,2021/01/04 11:44,prod02045,928266
4220,2,2021/01/04 12:51,prod04220,425536
6906,47,2021/01/04 14:09,prod06906,109488
