prod_id,prod_name,prod_price
1226,prod01226,311440
1227,prod01227,681065
1228,prod01228,354298
1229,prod01229,295343
1230,prod01230,685359
1231,prod01231,804788
1232,prod01232,796679
1233,prod01233,178495
1234,prod01234,62719
1235,prod01235,789177
1236,prod01236,887247
1237,prod01237,39183
1238,prod01238,271659
1239,prod01239,373296
1240,prod01240,89048
1241,prod01241,189024
1242,prod01242,640053
1243,prod01243,628787
1244,prod01244,283394
1245,prod01245,559296
1246,prod01246,666292
1247,prod01247,85099
1248,prod01248,749205
1249,prod01249,107674
1250,prod01250,635005
1251,prod01251,831603
1252,prod01252,651522
1253,prod01253,194406
1254,prod01254,604447
1255,prod01255,176370
1256,prod01256,370492
1257,prod01257,326371
1258,prod01258,615021
1259,prod01259,287445
1260,prod01260,673238
1261,prod01261,814478
1262,prod01262,810876
1263,prod01263,602908
1264,prod01264,171612
1265,prod01265,17934
1266,prod01266,71081
1267,prod01267,249573
1268,prod01268,908906
1269,prod01269,454114
1270,prod01270,116226
1271,prod01271,23810
1272,prod01272,172041
1273,prod01273,48891
1274,prod01274,575551
1275,prod01275,391265
1276,prod01276,38749
1277,prod01277,382128
1278,prod01278,135899
1279,prod01279,25729
1280,prod01280,292559
1281,prod01281,820402
1282,prod01282,217331
1283,prod01283,368068
1284,prod01284,126702
1285,prod01285,380182
1286,prod01286,290919
1287,prod01287,589124
1288,prod01288,102168
1289,prod01289,960700
1290,prod01290,398415
1291,prod01291,483616
1292,prod01292,112791
1293,prod01293,863729
1294,prod01294,848920
1295,prod01295,477010
1296,prod01296,294058
1297,prod01297,164955
1298,prod01298,423447
1299,prod01299,926289
1300,prod01300,675414
1301,prod01301,127123
1302,prod01302,566169
1303,prod01303,353103
1304,prod01304,546765
1305,prod01305,345113
1306,prod01306,261064
1307,prod01307,266368
1308,prod01308,317892
1309,prod01309,379097
1310,prod01310,809744
1311,prod01311,32874
1312,prod01312,434434
1313,prod01313,193672
1314,prod01314,257886
1315,prod01315,902505
1316,prod01316,596871
1317,prod01317,14031
1318,prod01318,459983
1319,prod01319,409955
1320,prod01320,868257
1321,prod01321,458530
1322,prod01322,435936
1323,prod01323,584608
1324,prod01324,827267
1325,prod01325,929028
1326,prod01326,844396
1327,prod01327,518165
1328,prod01328,605518
1329,prod01329,376070
1330,prod01330,346203
1331,prod01331,478323
1332,prod01332,894871
1333,prod01333,36197
1334,prod01334,935517
1335,prod01335,708649
1336,prod01336,63055
1337,prod01337,416344
1338,prod01338,564057
1339,prod01339,109009
1340,prod01340,261846
1341,prod01341,548813
1342,prod01342,890296
1343,prod01343,989190
1344,prod01344,843440
1345,prod01345,190499
1346,prod01346,791538
1347,prod01347,363209
1348,prod01348,964616
1349,prod01349,309536
1350,prod01350,994228
1351,prod01351,127709
1352,prod01352,303060
1353,prod01353,638076
1354,prod01354,943010
1355,prod01355,373656
1356,prod01356,178426
1357,prod01357,714417
1358,prod01358,272050
1359,prod01359,475691
1360,prod01360,955132
1361,prod01361,38329
1362,prod01362,269476
1363,prod01363,123832
1364,prod01364,556599
1365,prod01365,218901
1366,prod01366,413226
1367,prod01367,849639
1368,prod01368,987254
1369,prod01369,734163
1370,prod01370,492898
1371,prod01371,211134
1372,prod01372,748163
1373,prod01373,633459
1374,prod01374,77662
1375,prod01375,531858
1376,prod01376,852321
1377,prod01377,522040
1378,prod01378,138727
1379,prod01379,963666
1380,prod01380,29734
1381,prod01381,454972
1382,prod01382,261320
1383,prod01383,735299
1384,prod01384,900377
1385,prod01385,157675
1386,prod01386,735811
1387,prod01387,43617
1388,prod01388,985085
1389,prod01389,339732
1390,prod01390,861548
1391,prod01391,906442
1392,prod01392,420311
1393,prod01393,768496
1394,prod01394,346095
1395,prod01395,192680
1396,prod01396,31325
1397,prod01397,485325
1398,prod01398,474290
1399,prod01399,308354
1400,prod01400,472692
1401,prod01401,384187
1402,prod01402,805431
1403,prod01403,465623
1404,prod01404,783678
1405,prod01405,639338
1406,prod01406,974223
1407,prod01407,374170
1408,prod01408,140075
1409,prod01409,329254
1410,prod01410,580061
1411,prod01411,276400
1412,prod01412,628291
1413,prod01413,675290
1414,prod01414,237184
1415,prod01415,318480
1416,prod01416,559409
1417,prod01417,566231
1418,prod01418,66569
1419,prod01419,302987
1420,prod01420,889907
1421,prod01421,197527
1422,prod01422,81679
1423,prod01423,195014
1424,prod01424,545009
1425,prod01425,550460
1426,prod01426,265122
1427,prod01427,893844
1428,prod01428,894974
1429,prod01429,223671
1430,prod01430,735956
1431,prod01431,135988
1432,prod01432,414380
1433,prod01433,121747
1434,prod01434,253041
1435,prod01435,406434
1436,prod01436,488743
1437,prod01437,672255
1438,prod01438,626343
1439,prod01439,851301
1440,prod01440,153434
1441,prod01441,297896
1442,prod01442,302055
1443,prod01443,342148
1444,prod01444,161580
1445,prod01445,663440
1446,prod01446,275767
1447,prod01447,242882
1448,prod01448,357892
1449,prod01449,578041
1450,prod01450,136766
1451,prod01451,414241
1452,prod01452,962845
1453,prod01453,83263
1454,prod01454,318583
1455,prod01455,722516
1456,prod01456,89744
1457,prod01457,159020
1458,prod01458,26872
1459,prod01459,551693
1460,prod01460,294351
1461,prod01461,575496
1462,prod01462,94487
1463,prod01463,630174
1464,prod01464,140189
1465,prod01465,275155
1466,prod01466,760722
1467,prod01467,780616
1468,prod01468,23122
1469,prod01469,419844
1470,prod01470,992855
1471,prod01471,60052
1472,prod01472,689644
1473,prod01473,962091
1474,prod01474,925746
1475,prod01475,627468
1476,prod01476,65825
1477,prod01477,230999
1478,prod01478,45399
1479,prod01479,775237
1480,prod01480,450244
1481,prod01481,772024
1482,prod01482,148538
1483,prod01483,334686
1484,prod01484,14983
1485,prod01485,501470
1486,prod01486,583523
1487,prod01487,807241
1488,prod01488,804766
1489,prod01489,345116
1490,prod01490,747507
1491,prod01491,926227
1492,prod01492,715479
1493,prod01493,115845
1494,prod01494,382833
1495,prod01495,620486
1496,prod01496,585063
1497,prod01497,98626
1498,prod01498,33135
1499,prod01499,522843
1500,prod01500,379534
1501,prod01501,939182
1502,prod01502,913598
1503,prod01503,697656
1504,prod01504,423230
1505,prod01505,693368
1506,prod01506,439784
1507,prod01507,138376
1508,prod01508,528068
1509,prod01509,886946
1510,prod01510,244711
1511,prod01511,770602
1512,prod01512,795594
1513,prod01513,416137
1514,prod01514,383347
1515,prod01515,709902
1516,prod01516,800637
1517,prod01517,604760
1518,prod01518,999428
1519,prod01519,922065
1520,prod01520,362452
1521,prod01521,779033
1522,prod01522,351969
1523,prod01523,713510
1524,prod01524,54487
1525,prod01525,431451
1526,prod01526,71291
1527,prod01527,318281
1528,prod01528,307793
1529,prod01529,446895
1530,prod01530,292901
1531,prod01531,478011
1532,prod01532,638377
1533,prod01533,399974
1534,prod01534,381944
1535,prod01535,983428
1536,prod01536,725463
1537,prod01537,576941
1538,prod01538,248939
1539,prod01539,787555
1540,prod01540,991645
1541,prod01541,363498
1542,prod01542,731565
1543,prod01543,533192
1544,prod01544,889397
1545,prod01545,479729
1546,prod01546,463889
1547,prod01547,331476
1548,prod01548,817455
1549,prod01549,776975
1550,prod01550,307773
1551,prod01551,894949
1552,prod01552,64071
1553,prod01553,573787
1554,prod01554,747105
1555,prod01555,668930
1556,prod01556,21642
1557,prod01557,343875
1558,prod01558,960437
1559,prod01559,914880
1560,prod01560,374673
1561,prod01561,638117
1562,prod01562,531815
1563,prod01563,188366
1564,prod01564,703178
1565,prod01565,396719
1566,prod01566,278486
1567,prod01567,116861
1568,prod01568,983211
1569,prod01569,924688
1570,prod01570,703896
1571,prod01571,159870
1572,prod01572,250225
1573,prod01573,29166
1574,prod01574,802002
1575,prod01575,10007
1576,prod01576,168108
1577,prod01577,312357
1578,prod01578,436747
1579,prod01579,395154
1580,prod01580,418505
1581,prod01581,464823
1582,prod01582,240587
1583,prod01583,36822
1584,prod01584,417930
1585,prod01585,541101
1586,prod01586,43637
1587,prod01587,172767
1588,prod01588,99124
1589,prod01589,801246
1590,prod01590,311030
1591,prod01591,966664
1592,prod01592,802133
1593,prod01593,802261
1594,prod01594,501607
1595,prod01595,800315
1596,prod01596,431797
1597,prod01597,111094
1598,prod01598,983361
1599,prod01599,167235
1600,prod01600,799070
1601,prod01601,923255
1602,prod01602,391328
1603,prod01603,756306
1604,prod01604,578464
1605,prod01605,365154
1606,prod01606,993883
1607,prod01607,859713
1608,prod01608,598997
1609,prod01609,760818
1610,prod01610,325648
1611,prod01611,342832
1612,prod01612,842400
1613,prod01613,686066
1614,prod01614,63449
1615,prod01615,814820
1616,prod01616,231139
1617,prod01617,778748
1618,prod01618,625517
1619,prod01619,75302
1620,prod01620,361023
1621,prod01621,354596
1622,prod01622,880733
1623,prod01623,122246
1624,prod01624,535933
1625,prod01625,502351
1626,prod01626,798258
1627,prod01627,581245
1628,prod01628,170005
1629,prod01629,163942
1630,prod01630,447709
1631,prod01631,39885
1632,prod01632,215204
1633,prod01633,656842
1634,prod01634,209504
1635,prod01635,716901
1636,prod01636,717921
1637,prod01637,635352
1638,prod01638,404267
1639,prod01639,187959
1640,prod01640,316618
1641,prod01641,812412
1642,prod01642,629628
1643,prod01643,574490
1644,prod01644,57444
1645,prod01645,534283
1646,prod01646,864171
1647,prod01647,586492
1648,prod01648,893485
1649,prod01649,22146
1650,prod01650,193364
1651,prod01651,369840
1652,prod01652,981710
1653,prod01653,69750
1654,prod01654,987729
1655,prod01655,47212
1656,prod01656,286662
1657,prod01657,520786
1658,prod01658,800155
1659,prod01659,42352
1660,prod01660,353175
1661,prod01661,575965
1662,prod01662,145880
1663,prod01663,597976
1664,prod01664,736419
1665,prod01665,883716
1666,prod01666,700233
1667,prod01667,14155
1668,prod01668,938935
1669,prod01669,310853
1670,prod01670,614301
1671,prod01671,351171
1672,prod01672,91704
1673,prod01673,992668
1674,prod01674,219213
1675,prod01675,207184
1676,prod01676,973924
1677,prod01677,389686
1678,prod01678,570377
1679,prod01679,628741
1680,prod01680,912369
1681,prod01681,166458
1682,prod01682,202938
1683,prod01683,411915
1684,prod01684,370444
1685,prod01685,326683
1686,prod01686,437740
1687,prod01687,400519
1688,prod01688,258442
1689,prod01689,91620
1690,prod01690,77986
1691,prod01691,682918
1692,prod01692,313162
1693,prod01693,136107
1694,prod01694,983899
1695,prod01695,538256
1696,prod01696,906359
1697,prod01697,24528
1698,prod01698,489855
1699,prod01699,255375
1700,prod01700,129033
1701,prod01701,755772
1702,prod01702,479478
1703,prod01703,971007
1704,prod01704,531804
1705,prod01705,495051
1706,prod01706,334820
1707,prod01707,810085
1708,prod01708,589605
1709,prod01709,158774
1710,prod01710,358025
1711,prod01711,933121
1712,prod01712,440280
1713,prod01713,738824
1714,prod01714,589855
1715,prod01715,724671
1716,prod01716,226111
1717,prod01717,182740
1718,prod01718,546733
1719,prod01719,746610
1720,prod01720,18049
1721,prod01721,835335
1722,prod01722,491869
1723,prod01723,466326
1724,prod01724,527345
1725,prod01725,143173
1726,prod01726,51086
1727,prod01727,124545
1728,prod01728,769661
1729,prod01729,530096
1730,prod01730,373012
1731,prod01731,62772
1732,prod01732,534072
1733,prod01733,48833
1734,prod01734,994533
1735,prod01735,563420
1736,prod01736,247968
1737,prod01737,631891
1738,prod01738,194019
1739,prod01739,682809
1740,prod01740,36188
1741,prod01741,551812
1742,prod01742,25185
1743,prod01743,547929
1744,prod01744,459815
1745,prod01745,767414
1746,prod01746,101614
1747,prod01747,29828
1748,prod01748,884617
1749,prod01749,34804
1750,prod01750,491959
1751,prod01751,946089
1752,prod01752,343406
1753,prod01753,981345
1754,prod01754,180134
1755,prod01755,48975
1756,prod01756,976982
1757,prod01757,572512
1758,prod01758,747106
1759,prod01759,16489
1760,prod01760,934885
1761,prod01761,827257
1762,prod01762,169249
1763,prod01763,603754
1764,prod01764,686797
1765,prod01765,863742
1766,prod01766,534953
1767,prod01767,371119
1768,prod01768,336178
1769,prod01769,905544
1770,prod01770,737656
1771,prod01771,24383
1772,prod01772,527388
1773,prod01773,770384
1774,prod01774,150046
1775,prod01775,955333
1776,prod01776,972495
1777,prod01777,564608
1778,prod01778,576917
1779,prod01779,869715
1780,prod01780,382633
1781,prod01781,432789
1782,prod01782,782735
1783,prod01783,492130
1784,prod01784,58951
1785,prod01785,790805
1786,prod01786,860499
1787,prod01787,692797
1788,prod01788,36607
1789,prod01789,751728
1790,prod01790,349011
1791,prod01791,874576
1792,prod01792,992221
1793,prod01793,997275
1794,prod01794,488989
1795,prod01795,756361
1796,prod01796,630861
1797,prod01797,710887
1798,prod01798,614690
1799,prod01799,416419
1800,prod01800,651471
1801,prod01801,49642
1802,prod01802,330883
1803,prod01803,834708
1804,prod01804,94174
1805,prod01805,979539
1806,prod01806,969291
1807,prod01807,286234
1808,prod01808,926588
1809,prod01809,222146
1810,prod01810,821452
1811,prod01811,968215
1812,prod01812,480200
1813,prod01813,148526
1814,prod01814,498821
1815,prod01815,931978
1816,prod01816,579939
1817,prod01817,726991
1818,prod01818,934388
1819,prod01819,755920
1820,prod01820,627618
1821,prod01821,871197
1822,prod01822,610974
1823,prod01823,775045
1824,prod01824,276780
1825,prod01825,659674
1826,prod01826,869426
1827,prod01827,698916
1828,prod01828,778607
1829,prod01829,654328
1830,prod01830,130783
1831,prod01831,69392
1832,prod01832,182064
1833,prod01833,499931
1834,prod01834,188531
1835,prod01835,582730
1836,prod01836,629998
1837,prod01837,925198
1838,prod01838,113190
1839,prod01839,790785
1840,prod01840,971000
1841,prod01841,825905
1842,prod01842,384833
1843,prod01843,857883
1844,prod01844,143613
1845,prod01845,320706
1846,prod01846,402514
1847,prod01847,359907
1848,prod01848,340730
1849,prod01849,754816
1850,prod01850,946544
1851,prod01851,311387
1852,prod01852,961407
1853,prod01853,927268
1854,prod01854,316363
1855,prod01855,344904
1856,prod01856,48158
1857,prod01857,543039
1858,prod01858,79782
1859,prod01859,453571
1860,prod01860,783451
1861,prod01861,44413
1862,prod01862,71447
1863,prod01863,837359
1864,prod01864,895149
1865,prod01865,518655
1866,prod01866,828061
1867,prod01867,354349
1868,prod01868,514391
1869,prod01869,69572
1870,prod01870,786809
1871,prod01871,708659
1872,prod01872,498726
1873,prod01873,790787
1874,prod01874,462619
1875,prod01875,996071
1876,prod01876,651283
1877,prod01877,806128
1878,prod01878,923737
1879,prod01879,296346
1880,prod01880,775170
1881,prod01881,267770
1882,prod01882,348365
1883,prod01883,982863
1884,prod01884,748971
1885,prod01885,79275
1886,prod01886,34343
1887,prod01887,565304
1888,prod01888,349033
1889,prod01889,298519
1890,prod01890,889558
1891,prod01891,917350
1892,prod01892,692489
1893,prod01893,621755
1894,prod01894,946769
1895,prod01895,965513
1896,prod01896,479211
1897,prod01897,650965
1898,prod01898,923439
1899,prod01899,341367
1900,prod01900,255868
1901,prod01901,517455
1902,prod01902,945624
1903,prod01903,425409
1904,prod01904,184579
1905,prod01905,702825
1906,prod01906,997808
1907,prod01907,403763
1908,prod01908,57122
1909,prod01909,560719
1910,prod01910,318651
1911,prod01911,168471
1912,prod01912,452802
1913,prod01913,833667
1914,prod01914,120991
1915,prod01915,298719
1916,prod01916,316602
1917,prod01917,367001
1918,prod01918,62917
1919,prod01919,259441
1920,prod01920,576108
1921,prod01921,664428
1922,prod01922,805948
1923,prod01923,319499
1924,prod01924,987778
1925,prod01925,272530
1926,prod01926,715878
1927,prod01927,356914
1928,prod01928,892642
1929,prod01929,60539
1930,prod01930,29921
1931,prod01931,167739
1932,prod01932,69480
1933,prod01933,716172
1934,prod01934,234512
1935,prod01935,371197
1936,prod01936,563844
1937,prod01937,162910
1938,prod01938,774515
1939,prod01939,808206
1940,prod01940,193169
1941,prod01941,334662
1942,prod01942,283824
1943,prod01943,958072
1944,prod01944,12918
1945,prod01945,179919
1946,prod01946,885409
1947,prod01947,109841
1948,prod01948,91421
1949,prod01949,121440
1950,prod01950,754909
1951,prod01951,91579
1952,prod01952,57867
1953,prod01953,457870
1954,prod01954,682504
1955,prod01955,957793
1956,prod01956,548556
1957,prod01957,658994
1958,prod01958,689494
1959,prod01959,789173
1960,prod01960,344484
1961,prod01961,835982
1962,prod01962,623496
1963,prod01963,762498
1964,prod01964,816045
1965,prod01965,146867
1966,prod01966,89015
1967,prod01967,30979
1968,prod01968,801788
1969,prod01969,57356
1970,prod01970,812771
1971,prod01971,727824
1972,prod01972,567887
1973,prod01973,325152
1974,prod01974,541501
1975,prod01975,944831
1976,prod01976,519825
1977,prod01977,984365
1978,prod01978,923852
1979,prod01979,233259
1980,prod01980,205358
1981,prod01981,468237
1982,prod01982,875855
1983,prod01983,147625
1984,prod01984,716766
1985,prod01985,359675
1986,prod01986,521734
1987,prod01987,403873
1988,prod01988,217058
1989,prod01989,746993
1990,prod01990,75970
1991,prod01991,589423
1992,prod01992,913118
1993,prod01993,695459
1994,prod01994,77236
1995,prod01995,827340
1996,prod01996,722221
1997,prod01997,851305
1998,prod01998,907400
1999,prod01999,885132
2000,prod02000,505886
2001,prod02001,99964
2002,prod02002,558067
2003,prod02003,796278
2004,prod02004,186720
2005,prod02005,694186
2006,prod02006,267719
2007,prod02007,523797
2008,prod02008,862814
2009,prod02009,497853
2010,prod02010,692943
2011,prod02011,803378
2012,prod02012,561302
2013,prod02013,423144
2014,prod02014,476593
2015,prod02015,450986
2016,prod02016,125487
2017,prod02017,576262
2018,prod02018,948206
2019,prod02019,437991
2020,prod02020,921452
2021,prod02021,463593
2022,prod02022,339579
2023,prod02023,56956
2024,prod02024,300773
2025,prod02025,997331
2026,prod02026,421987
2027,prod02027,176788
2028,prod02028,63412
2029,prod02029,659413
2030,prod02030,945088
2031,prod02031,892822
2032,prod02032,109447
2033,prod02033,127042
2034,prod02034,352970
2035,prod02035,168262
2036,prod02036,176107
2037,prod02037,522015
2038,prod02038,42976
2039,prod02039,815890
2040,prod02040,861451
2041,prod02041,358078
2042,prod02042,330010
2043,prod02043,24970
2044,prod02044,97744
2045,prod02045,928266
2046,prod02046,612895
2047,prod02047,321779
2048,prod02048,868598
2049,prod02049,156775
2050,prod02050,695232
2051,prod02051,187927
2052,prod02052,853781
2053,prod02053,602505
2054,prod02054,223692
2055,prod02055,268183
2056,prod02056,355781
2057,prod02057,593169
2058,prod02058,887011
2059,prod02059,124998
2060,prod02060,700739
2061,prod02061,396404
2062,prod02062,673716
2063,prod02063,462635
2064,prod02064,347271
2065,prod02065,432120
2066,prod02066,628033
2067,prod02067,316467
2068,prod02068,606222
2069,prod02069,651486
2070,prod02070,340495
2071,prod02071,440955
2072,prod02072,274211
2073,prod02073,138763
2074,prod02074,364343
2075,prod02075,553154
2076,prod02076,954955
2077,prod02077,435251
2078,prod02078,847219
2079,prod02079,716666
2080,prod02080,842702
2081,prod02081,149459
2082,prod02082,616977
2083,prod02083,389792
2084,prod02084,474790
2085,prod02085,332817
2086,prod02086,469871
2087,prod02087,124746
2088,prod02088,430542
2089,prod02089,158986
2090,prod02090,432782
2091,prod02091,291371
2092,prod02092,614030
2093,prod02093,139841
2094,prod02094,933245
2095,prod02095,373910
2096,prod02096,473937
2097,prod02097,579163
2098,prod02098,296851
2099,prod02099,501837
2100,prod02100,811630
2101,prod02101,957792
2102,prod02102,560420
2103,prod02103,913176
2104,prod02104,49303
2105,prod02105,297055
2106,prod02106,678930
2107,prod02107,807334
2108,prod02108,277646
2109,prod02109,325113
2110,prod02110,199862
2111,prod02111,731061
2112,prod02112,916890
2113,prod02113,301328
2114,prod02114,533340
2115,prod02115,521859
2116,prod02116,723503
2117,prod02117,863909
2118,prod02118,264490
2119,prod02119,135395
2120,prod02120,210675
2121,prod02121,992937
2122,prod02122,553576
2123,prod02123,938295
2124,prod02124,255617
2125,prod02125,743656
2126,prod02126,737080
2127,prod02127,952425
2128,prod02128,493930
2129,prod02129,131660
2130,prod02130,675012
2131,prod02131,302150
2132,prod02132,886995
2133,prod02133,639077
2134,prod02134,811110
2135,prod02135,895542
2136,prod02136,345580
2137,prod02137,878317
2138,prod02138,753969
2139,prod02139,791705
2140,prod02140,195597
2141,prod02141,903656
2142,prod02142,201782
2143,prod02143,550510
2144,prod02144,713764
2145,prod02145,229136
2146,prod02146,973678
2147,prod02147,727693
2148,prod02148,267225
2149,prod02149,825508
2150,prod02150,244310
2151,prod02151,254728
2152,prod02152,329524
2153,prod02153,79422
2154,prod02154,316980
2155,prod02155,231633
2156,prod02156,165412
2157,prod02157,530512
2158,prod02158,127760
2159,prod02159,331557
2160,prod02160,941605
2161,prod02161,55097
2162,prod02162,246818
2163,prod02163,905689
2164,prod02164,590906
2165,prod02165,978979
2166,prod02166,834028
2167,prod02167,177385
2168,prod02168,204822
2169,prod02169,265229
2170,prod02170,67649
2171,prod02171,860091
2172,prod02172,418455
2173,prod02173,329723
2174,prod02174,635598
2175,prod02175,919082
2176,prod02176,139930
2177,prod02177,703229
2178,prod02178,933131
2179,prod02179,955410
2180,prod02180,416851
2181,prod02181,327447
2182,prod02182,588513
2183,prod02183,121997
2184,prod02184,116097
2185,prod02185,456869
2186,prod02186,37827
2187,prod02187,272732
2188,prod02188,278043
2189,prod02189,874275
2190,prod02190,972336
2191,prod02191,519605
2192,prod02192,763827
2193,prod02193,936345
2194,prod02194,359330
2195,prod02195,372285
2196,prod02196,306667
2197,prod02197,397350
2198,prod02198,602776
2199,prod02199,763106
2200,prod02200,797811
2201,prod02201,52313
2202,prod02202,832149
2203,prod02203,523146
2204,prod02204,817632
2205,prod02205,867484
2206,prod02206,514305
2207,prod02207,877324
2208,prod02208,328041
2209,prod02209,360506
2210,prod02210,323925
2211,prod02211,31465
2212,prod02212,998966
2213,prod02213,839817
2214,prod02214,417057
2215,prod02215,261228
2216,prod02216,348790
2217,prod02217,701567
2218,prod02218,425294
2219,prod02219,809917
2220,prod02220,221314
2221,prod02221,195032
2222,prod02222,120127
2223,prod02223,473983
2224,prod02224,826333
2225,prod02225,518728
2226,prod02226,813970
2227,prod02227,376524
2228,prod02228,336436
2229,prod02229,519322
2230,prod02230,528921
2231,prod02231,979300
2232,prod02232,975633
2233,prod02233,417136
2234,prod02234,769057
2235,prod02235,283609
2236,prod02236,601719
2237,prod02237,889719
2238,prod02238,723548
2239,prod02239,606008
2240,prod02240,48723
2241,prod02241,975983
2242,prod02242,735411
2243,prod02243,403878
2244,prod02244,826068
2245,prod02245,221848
2246,prod02246,900776
2247,prod02247,484342
2248,prod02248,121441
2249,prod02249,619178
2250,prod02250,980115
2251,prod02251,832588
2252,prod02252,837604
2253,prod02253,829083
2254,prod02254,378492
2255,prod02255,61365
2256,prod02256,15243
2257,prod02257,817543
2258,prod02258,58887
2259,prod02259,519901
2260,prod02260,787421
2261,prod02261,612334
2262,prod02262,110618
2263,prod02263,349392
2264,prod02264,383833
2265,prod02265,386921
2266,prod02266,992018
2267,prod02267,379396
2268,prod02268,151915
2269,prod02269,96730
2270,prod02270,901316
